CP011857.1	1	6212	6212
CP011857.1	6389	7620	1232
CP011857.1	13161	48842	35682
CP011857.1	50316	58126	7811
CP011857.1	61979	118439	56461
CP011857.1	118998	169566	50569
CP011857.1	169611	235654	66044
CP011857.1	242282	269787	27506
CP011857.1	269890	291219	21330
CP011857.1	291815	299803	7989
CP011857.1	303480	303973	494
CP011857.1	306161	413994	107834
CP011857.1	414103	523946	109844
CP011857.1	524215	529559	5345
CP011857.1	529685	564385	34701
CP011857.1	567568	679384	111817
CP011857.1	679516	686956	7441
CP011857.1	688126	715051	26926
CP011857.1	720062	790490	70429
CP011857.1	792208	793408	1201
CP011857.1	793476	796695	3220
CP011857.1	797858	798749	892
CP011857.1	798938	800996	2059
CP011857.1	801342	808191	6850
CP011857.1	808448	808607	160
CP011857.1	809205	810312	1108
CP011857.1	810463	810696	234
CP011857.1	812203	813603	1401
CP011857.1	823054	823427	374
CP011857.1	824559	824874	316
CP011857.1	825836	826137	302
CP011857.1	826203	826321	119
CP011857.1	826343	835230	8888
CP011857.1	836413	864348	27936
CP011857.1	864430	911554	47125
CP011857.1	911669	970639	58971
CP011857.1	970772	1051454	80683
CP011857.1	1051626	1061532	9907
CP011857.1	1062013	1105496	43484
CP011857.1	1105789	1126919	21131
CP011857.1	1126921	1127954	1034
CP011857.1	1129396	1148374	18979
CP011857.1	1152350	1208442	56093
CP011857.1	1215405	1337218	121814
CP011857.1	1344036	1344329	294
CP011857.1	1356890	1357446	557
CP011857.1	1357793	1358202	410
CP011857.1	1365683	1366042	360
CP011857.1	1366199	1366553	355
CP011857.1	1373170	1373484	315
CP011857.1	1376921	1377687	767
CP011857.1	1380092	1474527	94436
CP011857.1	1474529	1486912	12384
CP011857.1	1490203	1563055	72853
CP011857.1	1563116	1588483	25368
CP011857.1	1588870	1682967	94098
CP011857.1	1683371	1683706	336
CP011857.1	1683879	1687424	3546
CP011857.1	1688338	1688455	118
CP011857.1	1688474	1688664	191
CP011857.1	1690643	1694833	4191
CP011857.1	1695439	1784346	88908
CP011857.1	1785228	1857612	72385
CP011857.1	1857716	1891764	34049
CP011857.1	1892766	1921113	28348
CP011857.1	1934563	2010322	75760
CP011857.1	2010382	2024636	14255
CP011857.1	2027045	2287593	260549
CP011857.1	2289589	2314152	24564
CP011857.1	2316508	2333253	16746
CP011857.1	2335123	2365514	30392
CP011857.1	2365947	2366884	938
CP011857.1	2367491	2379603	12113
CP011857.1	2379672	2423440	43769
CP011857.1	2423591	2456204	32614
CP011857.1	2457707	2508822	51116
CP011857.1	2510330	2510612	283
CP011857.1	2529095	2529456	362
CP011857.1	2558294	2559884	1591
CP011857.1	2560636	2571803	11168
CP011857.1	2574074	2575377	1304
CP011857.1	2603602	2616822	13221
CP011857.1	2617289	2618796	1508
CP011857.1	2619508	2619630	123
CP011857.1	2620928	2621239	312
CP011857.1	2673916	2680273	6358
CP011857.1	2680379	2691223	10845
CP011857.1	2694709	2695060	352
CP011857.1	2698637	2704034	5398
CP011857.1	2707947	2712973	5027
CP011857.1	2713435	2718770	5336
CP011857.1	2718788	2720002	1215
CP011857.1	2726263	2731042	4780
CP011857.1	2731530	2733314	1785
CP011857.1	2733960	2736614	2655
CP011857.1	2738481	2738812	332
CP011857.1	2739102	2759949	20848
